image_path,crop,class,split,domain,width,height,candidate_count,selected_mask_area_pct,stability_score,predicted_iou,centroid_x,centroid_y,norm_centroid_dist,strat_a_success,strat_b_success,strat_c_success,selection_strategy,quality_category,retry_used,final_status
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/0ad3ba53-f01b-403b-a99d-5991eed85045___RS_Early.B 7600.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,1,48.37,0.9382,0.9147,130,121,0.0402,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/c5ff46d5-8f49-409f-b3c1-9a1a25418f47___RS_LB 2596.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,11,45.78,0.9387,0.9138,123,127,0.0282,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/9e506566-6697-4444-a2f3-a3931d34bbf3___RS_Early.B 6899.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,12,57.19,0.9441,0.9228,130,133,0.0297,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Healthy/Healthy_185.jpg,Potato,Potato_Healthy,test,Field,256,256,1,45.96,0.9322,0.9096,127,115,0.072,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Healthy/Healthy_762.jpg,Potato,Potato_Healthy,test,Field,256,256,6,57.3,0.9468,0.9246,129,126,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_427.jpg,Potato,Potato_Late_Blight,test,Field,256,256,13,53.14,0.9395,0.9178,134,134,0.0469,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/51eb7a7a-99b4-47c4-be2f-2de9f4e5e985___RS_LB 5182.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,12,46.94,0.939,0.9146,133,126,0.0297,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_43.jpg,Potato,Potato_Late_Blight,test,Field,256,256,13,52.95,0.9441,0.9208,130,130,0.0156,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_460.jpg,Potato,Potato_Late_Blight,test,Field,256,256,1,59.06,0.947,0.9256,128,125,0.0166,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_865.jpg,Potato,Potato_Early_Blight,test,Field,256,256,5,56.18,0.9398,0.9194,118,127,0.0555,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_1212.jpg,Potato,Potato_Early_Blight,test,Field,256,256,8,54.43,0.9454,0.9223,129,126,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/2c33381e-78d8-47fc-8cea-1459164f46d6___RS_LB 4115.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,3,36.06,0.918,0.8955,147,143,0.1337,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Testing/Healthy/Healthy_43.jpg,Potato,Potato_Healthy,test,Field,256,256,2,63.96,0.9501,0.9299,127,126,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Potato Leaf Disease Dataset/Potato Leaf Disease Dataset/Viral Leaf Roll/orig_1.jpg,Potato,Potato_Viral_Leaf_Roll,test,Field,224,224,1,63.86,0.9506,0.9302,111,111,0.0089,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,11,31.93,0.9252,0.8983,121,139,0.072,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1001.jpg,Potato,Potato_Late_Blight,test,Field,256,256,2,50.73,0.9407,0.9175,132,132,0.0312,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/98f31440-de70-4c5f-be88-cdf2cb160d76___RS_LB 4947.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,5,47.23,0.941,0.916,131,129,0.0175,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/9141a8b4-6144-446d-b71d-925bcd432840___RS_Early.B 8648.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,1,55.81,0.9393,0.9189,125,138,0.0577,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/69a20537-e5fd-4f1e-8800-ef9aa4fa4766___RS_Early.B 8111.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,3,56.45,0.9376,0.9181,120,118,0.0707,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/38c1c136-d91d-4527-aa8f-623a574a41d9___RS_LB 3042.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,5,48.98,0.9355,0.9132,122,137,0.0598,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_378.jpg,Potato,Potato_Late_Blight,test,Field,256,256,12,53.62,0.9431,0.9204,126,132,0.0247,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/daa35c03-7307-4e2e-8b15-f33bfff5a12d___RS_Early.B 7712.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,23,51.26,0.9426,0.919,126,125,0.0199,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_424.jpg,Potato,Potato_Late_Blight,test,Field,256,256,3,57.01,0.9392,0.9194,117,126,0.0618,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1090.jpg,Potato,Potato_Late_Blight,test,Field,256,256,30,47.95,0.9309,0.9096,113,123,0.0873,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/a3ed964c-36f1-403c-8146-b2a3b79a352d___RS_Early.B 8310.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,6,49.16,0.9349,0.9129,134,138,0.0644,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_561.jpg,Potato,Potato_Early_Blight,test,Field,256,256,2,58.05,0.946,0.9245,126,125,0.0199,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_670.jpg,Potato,Potato_Early_Blight,test,Field,256,256,17,54.14,0.9437,0.921,124,127,0.0228,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantdoc/train/Potato leaf early blight/potato-early-blight-lesion-on-a-potato-leaf-picture-id81781211.jpg,Potato,Potato_Early_Blight,test,Laboratory,1024,904,71,53.2,0.9317,0.9126,566,410,0.0994,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/e912f95d-d159-47bc-b1ed-f0f08c3c391d___RS_Early.B 8366.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,28,51.48,0.9408,0.9179,128,134,0.0331,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/1c6ec55e-182e-4b7c-b416-07029edfc970___RS_LB 3950.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,2,52.04,0.9377,0.9161,134,120,0.0552,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/ef49abc4-4b8e-4438-88a9-b3acfdb52014___RS_LB 2623.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,8,44.55,0.9351,0.9109,121,123,0.0475,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/794fae1d-55b2-4275-8fce-174728963813___RS_LB 2841.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,2,52.06,0.9426,0.9194,129,132,0.0228,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_307.jpg,Potato,Potato_Early_Blight,test,Field,256,256,1,53.29,0.9437,0.9206,130,125,0.0199,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,3,49.95,0.9399,0.9166,122,129,0.0336,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Testing/Late_Blight/Late_Blight_60.jpg,Potato,Potato_Late_Blight,test,Field,256,256,5,54.22,0.9411,0.9194,130,135,0.0402,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,27,50.7,0.942,0.9184,124,128,0.0221,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_668.jpg,Potato,Potato_Late_Blight,test,Field,256,256,7,59.01,0.9469,0.9255,129,131,0.0175,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___healthy/774875d3-438a-4305-afe2-7d59e2925dc4___RS_HL 1759.JPG,Potato,Potato_Healthy,test,Laboratory,256,256,6,43.77,0.9324,0.9087,139,131,0.063,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Healthy/Healthy_58.jpg,Potato,Potato_Healthy,test,Field,256,256,1,58.54,0.9456,0.9244,132,126,0.0247,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_1182.jpg,Potato,Potato_Early_Blight,test,Field,256,256,6,54.35,0.9453,0.9222,126,127,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,6,52.2,0.942,0.919,128,123,0.0276,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/3935d2ce-2d27-45ec-ab50-a53df9d30fa2___RS_Early.B 7437.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,15,57.88,0.946,0.9243,130,131,0.0199,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_598.jpg,Potato,Potato_Early_Blight,test,Field,256,256,10,56.75,0.9458,0.9237,125,127,0.0175,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_1017.jpg,Potato,Potato_Early_Blight,test,Field,256,256,2,53.17,0.9424,0.9197,133,129,0.0282,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Testing/Late_Blight/Late_Blight_42.jpg,Potato,Potato_Late_Blight,test,Field,256,256,14,60.21,0.9475,0.9264,127,125,0.0175,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Late_blight/520c0e9a-1ba4-44fa-aa60-dcdf018a00b3___RS_LB 2850.JPG,Potato,Potato_Late_Blight,test,Laboratory,256,256,13,46.19,0.9419,0.9162,129,129,0.0078,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_255.jpg,Potato,Potato_Late_Blight,test,Field,256,256,5,57.48,0.9464,0.9244,130,126,0.0156,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_291.jpg,Potato,Potato_Late_Blight,test,Field,256,256,3,53.86,0.9365,0.9162,122,139,0.0692,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Potato___Early_blight/65f6e2f1-300b-42f0-bcc8-467753411947___RS_Early.B 7591.JPG,Potato,Potato_Early_Blight,test,Laboratory,256,256,11,52.17,0.9424,0.9193,132,130,0.0247,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_380.jpg,Potato,Potato_Early_Blight,test,Field,256,256,1,64.11,0.9502,0.9301,126,127,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_167.jpg,Potato,Potato_Late_Blight,test,Field,256,256,8,53.24,0.9337,0.914,117,117,0.0859,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Training/Early_Blight/Early_Blight_774.jpg,Potato,Potato_Early_Blight,test,Field,256,256,1,58.95,0.9442,0.9236,123,124,0.0354,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Validation/Healthy/Healthy_49.jpg,Potato,Potato_Healthy,test,Field,256,256,3,63.49,0.9494,0.9292,126,126,0.0156,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantdoc/train/Potato leaf late blight/3720946948_339251cc94_z.jpg,Potato,Potato_Late_Blight,test,Laboratory,640,426,12,62.01,0.9488,0.9281,325,210,0.0149,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/pld/PLD_3_Classes_256/Validation/Late_Blight/Late_Blight_25.jpg,Potato,Potato_Late_Blight,test,Field,256,256,1,50.57,0.9353,0.9138,117,133,0.0668,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00194.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,7,63.65,0.9518,0.9309,500,500,0.0,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/bb635efc-e910-47b7-8718-caaf78036b84___JR_HL 8151.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,11,48.91,0.9378,0.9147,129,136,0.0445,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2036.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,15,47.58,0.9396,0.9153,128,133,0.0276,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/8695a15f-cdb4-444f-817b-7f4fc22a7a7a___NREC_B.Spot_9230_180deg.JPG,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,17,48.49,0.939,0.9153,130,122,0.0349,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/92539ab8-1ccd-43c8-8b1a-d734a031eb5a___JR_B.Spot 3186.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,1,53.38,0.9402,0.9184,134,123,0.0431,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/f34f9754-9f8f-4f0e-952a-1fedcb96a727___JR_HL 7594.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,24,49.93,0.9349,0.9132,130,140,0.0672,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/993094d0-de25-4e57-9fa3-4a92b3464e32___NREC_B.Spot_1939_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,8,56.62,0.9407,0.9202,121,134,0.0509,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/975b25df-a4d7-4aca-b1b9-312487544eaa___JR_B.Spot 8830.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,4,36.73,0.9046,0.8869,91,145,0.2249,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00322.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,35,63.06,0.9509,0.93,499,497,0.0045,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B.Spot 9202.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,6,50.57,0.9361,0.9144,127,139,0.061,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1054__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,895,1699,1,44.86,0.9389,0.9135,442,876,0.0237,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/c3b2554c-1408-445d-8f08-fae1b240b930___JR_HL 5956.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,13,48.84,0.9336,0.9119,128,141,0.0718,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/4777008f-3144-44df-b230-e94725e711d2___NREC_B.Spot_1979_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,3,62.92,0.9496,0.9291,126,127,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1428__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,821,1605,2,44.05,0.9286,0.9063,431,896,0.0896,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot141.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,15,44.7,0.9371,0.9123,130,122,0.0349,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/d44e4a80-d921-4792-8a5f-121c84951a7b___JR_HL 8309.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,36,49.03,0.9429,0.9181,130,128,0.011,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/d13cfcd6-79ac-48c9-9e88-931982463214___NREC_B.Spot_1895_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,7,60.25,0.946,0.9254,125,132,0.0276,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/555__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1050,2194,1,46.97,0.9343,0.9115,539,1187,0.061,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00265.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,8,63.75,0.9517,0.9309,499,500,0.0014,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
